timestamp,title,sentiment
2022-01-31 20:56:57+00:00,Sony Strikes Back In Gaming Wars With Acquisition Of Former Microsoft Game Developer Bungie,POSITIVE
2022-01-31 15:13:29+00:00,"This Data Infrastructure Company Has A Better 6-Month Return Than Disney, Apple, Netflix And Microsoft",POSITIVE
2022-01-31 09:19:58+00:00,"Apple, Microsoft Set Positive Tone Ahead Of Another Key Earnings Week: Analyst Says Tech Stocks Are Oversold",POSITIVE
2022-02-02 20:36:35+00:00,Microsoft Whale Trades Spotted,NEGATIVE
2022-02-02 17:44:29+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-02-02 14:03:46+00:00,"Teradata Reports Global Partnership With Microsoft, No Terms Disclosed",NEGATIVE
2022-02-02 10:00:44+00:00,Former Executives At Netflix And Jack Dorsey's Block Join Discord Ahead Of Latter's Anticipated IPO,NEGATIVE
2022-02-01 20:42:37+00:00,February Xbox Game Pass Updates: What's New And What Had To Go,POSITIVE
2022-02-01 18:59:55+00:00,Latest Sonos Acquisition Suggests Headphone Launch Could Be Imminent,NEGATIVE
2022-02-01 12:06:27+00:00,Teen Who Asked For $50K To Stop Tracking Elon Musk's Jet Says The Tesla CEO Has Blocked Him On Twitter,NEGATIVE
2022-02-01 10:44:01+00:00,"Sony-Bungie, Microsoft-Activision: Analysts Think This Is Just The Beginning Of A M&A Spree In The Gaming Industry",POSITIVE
2022-02-01 10:16:01+00:00,FTC to Review Microsoft's $68.7B Deal for Activision,NEGATIVE
2022-02-03 21:15:52+00:00,"Activision-Blizzard Says Deal With Microsoft Expected To Close In Microsoft's FY Ending Jun. 30, 2023",NEGATIVE
2022-02-03 17:41:46+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-02-03 16:46:38+00:00,BZ Chart Of The Day: The Bizarre Behavior Of Microsoft,POSITIVE
2022-02-03 16:46:13+00:00,"FAANG No More? Facebook, Netflix 'Fracturing' Away From Elite Tech Group, Says Gene Munster",NEGATIVE
2022-02-03 14:23:57+00:00,"Top 10 WallStreetBets Mentions for Thursday February 3, 2022 Premarket: GME, AMZN, AMD, TSLA, SNAP, AAPL, GOOGL, MSFT, META, GOOG",NEGATIVE
2022-02-02 11:45:53+00:00,NextEra Energy And 2 Other Stocks Bought By Insiders,POSITIVE
2022-02-03 00:20:12+00:00,"3 ETFs For Investors To Watch In February: Value Stocks, Video Games And Semiconductors",POSITIVE
2022-02-02 20:36:35+00:00,Microsoft Whale Trades Spotted,NEGATIVE
2022-02-02 17:44:29+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-02-02 14:03:46+00:00,"Teradata Reports Global Partnership With Microsoft, No Terms Disclosed",NEGATIVE
2022-02-04 21:20:32+00:00,Grand Theft Auto Fans Rejoice As Take-Two Confirms 'GTA 6': What's Next?,NEGATIVE
2022-02-04 20:16:48+00:00,Amazon (AWS) Vs. Microsoft (Azure) Vs. Google: How Cloud Revenues Stacked Up In Q4,POSITIVE
2022-02-04 17:42:35+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-04 17:37:38+00:00,On CNBC: Pete Najarian Says Sold Microsoft Calls,NEGATIVE
2022-02-04 16:31:47+00:00,"Tigress Financial Maintains Buy on Microsoft, Raises Price Target to $411",NEGATIVE
2022-02-04 14:55:57+00:00,"Microsoft Shares Up 0.45%; Tigris Financial Reiterates Buy Rating, Raises 12-Month Price Target From $366 To $411",NEGATIVE
2022-02-04 13:58:39+00:00,'Blizzard confirms 'Warcraft' is coming to mobile this year' -Engadget Report,POSITIVE
2022-02-03 21:15:52+00:00,"Activision-Blizzard Says Deal With Microsoft Expected To Close In Microsoft's FY Ending Jun. 30, 2023",NEGATIVE
2022-02-03 17:41:46+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-02-03 16:46:38+00:00,BZ Chart Of The Day: The Bizarre Behavior Of Microsoft,POSITIVE
2022-02-05 16:08:59+00:00,"5 Books That Inspired Steve Jobs, Bill Gates And Other Billionaires",POSITIVE
2022-02-04 21:20:32+00:00,Grand Theft Auto Fans Rejoice As Take-Two Confirms 'GTA 6': What's Next?,NEGATIVE
2022-02-04 20:16:48+00:00,Amazon (AWS) Vs. Microsoft (Azure) Vs. Google: How Cloud Revenues Stacked Up In Q4,POSITIVE
2022-02-04 17:42:35+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-04 17:37:38+00:00,On CNBC: Pete Najarian Says Sold Microsoft Calls,NEGATIVE
2022-02-04 16:31:47+00:00,"Tigress Financial Maintains Buy on Microsoft, Raises Price Target to $411",NEGATIVE
2022-02-04 14:55:57+00:00,"Microsoft Shares Up 0.45%; Tigris Financial Reiterates Buy Rating, Raises 12-Month Price Target From $366 To $411",NEGATIVE
2022-02-04 13:58:39+00:00,'Blizzard confirms 'Warcraft' is coming to mobile this year' -Engadget Report,POSITIVE
2022-02-02 23:19:39+00:00,Will Growing Demand Help VirTra (VTSI) Outperform In A Potential Bear Market?,NEGATIVE
2022-02-06 18:15:03+00:00,Here's The Latest Offer Being Made To The Teen Who Wants $50K To Stop Tracking Elon Musk's Jet,NEGATIVE
2022-02-06 17:03:30+00:00,How Real Estate Agents Can Benefit From The Metaverse,POSITIVE
2022-02-06 16:42:50+00:00,"10 Most Searched Tickers On Benzinga In January: SPY, Tesla, Apple And More",POSITIVE
2022-02-05 16:08:59+00:00,"5 Books That Inspired Steve Jobs, Bill Gates And Other Billionaires",POSITIVE
2022-02-07 17:41:37+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-07 14:48:31+00:00,How Meta Platforms (FB) Made History In An Unexpected Way,POSITIVE
2022-02-02 23:19:39+00:00,Will Growing Demand Help VirTra (VTSI) Outperform In A Potential Bear Market?,NEGATIVE
2022-02-06 18:15:03+00:00,Here's The Latest Offer Being Made To The Teen Who Wants $50K To Stop Tracking Elon Musk's Jet,NEGATIVE
2022-02-06 17:03:30+00:00,How Real Estate Agents Can Benefit From The Metaverse,POSITIVE
2022-02-06 16:42:50+00:00,"10 Most Searched Tickers On Benzinga In January: SPY, Tesla, Apple And More",POSITIVE
2022-02-08 20:39:03+00:00,Mandiant Shares Up 18% Following Recent Report Microsoft Could Be Interested In Co.; BZ NOTE: Mandiant Scheduled To Report Qtr. Results After The Close Tuesday,NEGATIVE
2022-02-08 19:40:31+00:00,Microsoft Pursuing A Deal For Mandiant,NEGATIVE
2022-02-08 18:50:55+00:00,Why This Microsoft Analyst Says The Tech Stock Is A Buy Now,POSITIVE
2022-02-04 16:07:47+00:00,Metaverse Stocks Meet Terrestrial Realities,NEGATIVE
2022-02-08 15:19:10+00:00,Microsoft Whale Trades For February 08,NEGATIVE
2022-02-08 14:32:00+00:00,This Day In Market History: Nasdaq Opens For Business,POSITIVE
2022-02-08 13:14:02+00:00,PROS Extends Collaboration With Microsoft With New Strategic Alliances Agreement To Accelerate Adoption Of AI-powered Digital Selling,POSITIVE
2022-02-07 18:58:33+00:00,7 Of The Best Nasdaq Stocks to Buy On The Dip,NEGATIVE
2022-02-07 17:41:37+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-07 14:48:31+00:00,How Meta Platforms (FB) Made History In An Unexpected Way,POSITIVE
2022-02-09 21:09:45+00:00,Elon Musk Jet Tracker Creator Doesn't Think It's A Safety Concern: The Latest Developments,NEGATIVE
2022-02-09 17:48:15+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-09 17:33:51+00:00,Microsoft Announces App Store Principles For Current And Future App Stores After Announcing Activision Blizzard Acquisition,POSITIVE
2022-02-09 15:08:24+00:00,"This Cargo Shipping Company's 5-Year Return Beats Apple, Microsoft, Ford And Wells Fargo",POSITIVE
2022-02-09 14:40:10+00:00,Microsoft Is Hiring A Head Of Crypto Business Development,POSITIVE
2022-02-09 13:40:05+00:00,"Perion Shares Pop On Q4 Beat Aided By Diversification, Microsoft Relationship",POSITIVE
2022-02-09 12:28:32+00:00,Microsoft Is In Talks To Acquire This Cybersecurity Company,POSITIVE
2022-02-09 12:25:28+00:00,Facebook Parent Meta Falls Behind Nvidia,NEGATIVE
2022-02-08 20:39:03+00:00,Mandiant Shares Up 18% Following Recent Report Microsoft Could Be Interested In Co.; BZ NOTE: Mandiant Scheduled To Report Qtr. Results After The Close Tuesday,NEGATIVE
2022-02-08 19:40:31+00:00,Microsoft Pursuing A Deal For Mandiant,NEGATIVE
2022-02-10 17:46:00+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-10 13:01:17+00:00,Why Are CyberArk Software Shares Popping Today?,NEGATIVE
2022-02-09 21:09:45+00:00,Elon Musk Jet Tracker Creator Doesn't Think It's A Safety Concern: The Latest Developments,NEGATIVE
2022-02-09 17:48:15+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-09 17:33:51+00:00,Microsoft Announces App Store Principles For Current And Future App Stores After Announcing Activision Blizzard Acquisition,POSITIVE
2022-02-09 15:08:24+00:00,"This Cargo Shipping Company's 5-Year Return Beats Apple, Microsoft, Ford And Wells Fargo",POSITIVE
2022-02-09 14:40:10+00:00,Microsoft Is Hiring A Head Of Crypto Business Development,POSITIVE
2022-02-09 13:40:05+00:00,"Perion Shares Pop On Q4 Beat Aided By Diversification, Microsoft Relationship",POSITIVE
2022-02-09 12:28:32+00:00,Microsoft Is In Talks To Acquire This Cybersecurity Company,POSITIVE
2022-02-09 12:25:28+00:00,Facebook Parent Meta Falls Behind Nvidia,NEGATIVE
2022-02-11 17:03:14+00:00,"Benzinga's Daily Brief On Trending Tickers For Feb. 11, 2022: Cassava Sciences, Cleveland Cliffs, GameStop, and More",NEGATIVE
2022-02-11 16:29:24+00:00,"This Theme Park Stock Has A Better 1-Year Return Than Tesla, Ford, Microsoft, Apple, Disney, Netflix And Amazon",POSITIVE
2022-02-10 17:46:00+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-10 13:01:17+00:00,Why Are CyberArk Software Shares Popping Today?,NEGATIVE
2022-02-12 16:12:27+00:00,"Top 10 WallStreetBets Mentions for Saturday February 12, 2022: GME, NVDA, RBLX, AMD, AMC, TSLA, DTE, CIA, LMT, MSFT",POSITIVE
2022-02-11 17:03:14+00:00,"Benzinga's Daily Brief On Trending Tickers For Feb. 11, 2022: Cassava Sciences, Cleveland Cliffs, GameStop, and More",NEGATIVE
2022-02-11 16:29:24+00:00,"This Theme Park Stock Has A Better 1-Year Return Than Tesla, Ford, Microsoft, Apple, Disney, Netflix And Amazon",POSITIVE
2022-02-12 16:12:27+00:00,"Top 10 WallStreetBets Mentions for Saturday February 12, 2022: GME, NVDA, RBLX, AMD, AMC, TSLA, DTE, CIA, LMT, MSFT",POSITIVE
2022-02-14 21:05:11+00:00,"PreMarket Prep Plus: Trading Ideas For Time Of Tension Between Russia, Ukraine",POSITIVE
2022-02-14 17:49:37+00:00,"UPDATE: Earlier 13F From Tiger Global Showed New Stake In Nu Holdings, Raised Stakes In Peloton, Pinduoduo, Confluent, Li Auto, Qualtrics, Cut Stakes In Amazon, Microsoft, Uber, Roblox, Warby Parker",NEGATIVE
2022-02-14 17:35:40+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-14 15:48:54+00:00,Here's Why BofA Calls Roblox 'Category Leader' In The Emerging Metaverse Media Category,POSITIVE
2022-02-15 22:03:47+00:00,PreMarket Prep: Wedbush's Michael Pachter On The Microsoft-Activision Deal And Risk Arbitrage,NEGATIVE
2022-02-15 21:36:42+00:00,Looking At Microsoft's Recent Whale Trades,NEGATIVE
2022-02-15 20:22:57+00:00,4 Arista Networks Analysts Weigh In On Sustainability Of Strong Growth Following Q4 Print,POSITIVE
2022-02-15 19:18:05+00:00,"UPDATE: Berkshire Money Managers Todd Combs, Ted Weschler Are Managing Firm's Stake In Activision",POSITIVE
2022-02-15 19:17:17+00:00,Warren Buffett/Berkshire Hathaway Bought The Bulk Of Its Newly-Disclosed Position (Disclosed In 13F On Monday) In Activision-Blizzard In Oct. 2021,NEGATIVE
2022-02-15 17:37:12+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-15 17:01:59+00:00,The Metaverse: A New Virtual World to Live In?,POSITIVE
2022-02-15 15:59:49+00:00,"This Discount Store Stock Has A Better 1-Year Return Than Tesla, Microsoft, Apple And AMD",POSITIVE
2022-02-15 13:14:15+00:00,Berkshire Hathaway Bought $1B Worth Activision Blizzard Stock Before Microsoft Lapped It Up,NEGATIVE
2022-02-15 13:12:48+00:00,authID.ai Joins Microsoft Partner Network To Expand Verified CloudConnect To Office 365 And Azure,POSITIVE
2022-02-15 22:03:47+00:00,PreMarket Prep: Wedbush's Michael Pachter On The Microsoft-Activision Deal And Risk Arbitrage,NEGATIVE
2022-02-15 21:36:42+00:00,Looking At Microsoft's Recent Whale Trades,NEGATIVE
2022-02-15 20:22:57+00:00,4 Arista Networks Analysts Weigh In On Sustainability Of Strong Growth Following Q4 Print,POSITIVE
2022-02-15 19:18:05+00:00,"UPDATE: Berkshire Money Managers Todd Combs, Ted Weschler Are Managing Firm's Stake In Activision",POSITIVE
2022-02-15 19:17:17+00:00,Warren Buffett/Berkshire Hathaway Bought The Bulk Of Its Newly-Disclosed Position (Disclosed In 13F On Monday) In Activision-Blizzard In Oct. 2021,NEGATIVE
2022-02-15 17:37:12+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-15 17:01:59+00:00,The Metaverse: A New Virtual World to Live In?,POSITIVE
2022-02-15 15:59:49+00:00,"This Discount Store Stock Has A Better 1-Year Return Than Tesla, Microsoft, Apple And AMD",POSITIVE
2022-02-15 13:14:15+00:00,Berkshire Hathaway Bought $1B Worth Activision Blizzard Stock Before Microsoft Lapped It Up,NEGATIVE
2022-02-15 13:12:48+00:00,authID.ai Joins Microsoft Partner Network To Expand Verified CloudConnect To Office 365 And Azure,POSITIVE
2022-02-17 21:22:44+00:00,"Microsoft, Salesforce Lead Markets Lower As Russia-Ukraine Tensions Rise",NEGATIVE
2022-02-17 17:36:08+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-17 17:10:03+00:00,"If You Invested $1,000 In Nvidia At Its IPO, Here's How Much You'd Have Now",POSITIVE
2022-02-17 16:19:22+00:00,BZ Chart Of The Day: Are Remorseful Buyers Selling Microsoft?,NEGATIVE
2022-02-18 17:35:48+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-18 17:03:21+00:00,"$1000 Invested In This Stock 15 Years Ago, Would Be Worth This Much",NEGATIVE
2022-02-18 12:20:59+00:00,Microsoft's Activision Acquisition Triggers Regulatory Subpoenas Over Workplace Harassment,NEGATIVE
2022-02-18 12:14:26+00:00,"Huawei Aims To Spend $633M On Digital Energy HQ, R&D Center",NEGATIVE
2022-02-18 12:09:10+00:00,Warren Buffett Responds To Speculations Surrounding Berkshire's $1B Stake In Activision And Microsoft Deal,NEGATIVE
2022-02-17 21:22:44+00:00,"Microsoft, Salesforce Lead Markets Lower As Russia-Ukraine Tensions Rise",NEGATIVE
2022-02-17 17:36:08+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-17 17:10:03+00:00,"If You Invested $1,000 In Nvidia At Its IPO, Here's How Much You'd Have Now",POSITIVE
2022-02-17 16:19:22+00:00,BZ Chart Of The Day: Are Remorseful Buyers Selling Microsoft?,NEGATIVE
2022-02-19 18:39:29+00:00,"A Better 5-Year Return Than Ford, Amazon, Meta Platforms, Bank Of America And Wells Fargo? This Chipmaker Has It",POSITIVE
2022-02-18 17:35:48+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-18 17:03:21+00:00,"$1000 Invested In This Stock 15 Years Ago, Would Be Worth This Much",NEGATIVE
2022-02-18 12:20:59+00:00,Microsoft's Activision Acquisition Triggers Regulatory Subpoenas Over Workplace Harassment,NEGATIVE
2022-02-18 12:14:26+00:00,"Huawei Aims To Spend $633M On Digital Energy HQ, R&D Center",NEGATIVE
2022-02-18 12:09:10+00:00,Warren Buffett Responds To Speculations Surrounding Berkshire's $1B Stake In Activision And Microsoft Deal,NEGATIVE
2022-02-19 18:39:29+00:00,"A Better 5-Year Return Than Ford, Amazon, Meta Platforms, Bank Of America And Wells Fargo? This Chipmaker Has It",POSITIVE
2022-02-21 22:16:35+00:00,"Top 10 NFTs By Weekly Sales Volume: Azuki Tops List, NFT Worlds, Mfers, Edenhorde, Tasty Bones, 3Landers Join Top Ten",POSITIVE
2022-02-21 21:17:32+00:00,Where Can I Spend My Bitcoin?,NEGATIVE
2022-02-22 22:08:08+00:00,Activision Blizzard Shares See Volatile Amid Report But Now Largely Unaffected: Co. To Postpone 2023's 'Call Of Duty' Title,POSITIVE
2022-02-22 18:04:29+00:00,Microsoft Whale Trades Spotted,NEGATIVE
2022-02-22 17:50:05+00:00,Chart Wars: Why Bears Are Salivating Over Roblox And Microsoft,NEGATIVE
2022-02-22 15:37:35+00:00,Why This Analyst Believes In Credo Technology,POSITIVE
2022-02-22 14:14:54+00:00,Intapp Announces Strategic Partnership with Microsoft To 'Accelerate Cloud Adoption in Professional and Financial Services Industry',POSITIVE
2022-02-21 22:16:35+00:00,"Top 10 NFTs By Weekly Sales Volume: Azuki Tops List, NFT Worlds, Mfers, Edenhorde, Tasty Bones, 3Landers Join Top Ten",POSITIVE
2022-02-21 21:17:32+00:00,Where Can I Spend My Bitcoin?,NEGATIVE
2022-02-23 20:33:49+00:00,"Why Apple, Microsoft, Amazon And Tesla Shares Are Falling Today",NEGATIVE
2022-02-23 19:35:38+00:00,Will Traders Betting Against Apple And Microsoft Get Burned? Here's Jon Najarian's Warning,NEGATIVE
2022-02-23 19:13:42+00:00,Microsoft Security Chief Stresses On Importance Of Combating Cyberattacks Through Cloud Adoption,NEGATIVE
2022-02-23 14:42:16+00:00,"What Elon Musk, Jeff Bezos, Cornelius Vanderbilt And Other Big Execs Have In Common",NEGATIVE
2022-02-23 12:45:33+00:00,Call of Duty's Planned 2023 Release Delayed By Activision: Bloomberg,NEGATIVE
2022-02-22 22:08:08+00:00,Activision Blizzard Shares See Volatile Amid Report But Now Largely Unaffected: Co. To Postpone 2023's 'Call Of Duty' Title,POSITIVE
2022-02-22 18:04:29+00:00,Microsoft Whale Trades Spotted,NEGATIVE
2022-02-22 17:50:05+00:00,Chart Wars: Why Bears Are Salivating Over Roblox And Microsoft,NEGATIVE
2022-02-22 15:37:35+00:00,Why This Analyst Believes In Credo Technology,POSITIVE
2022-02-22 14:14:54+00:00,Intapp Announces Strategic Partnership with Microsoft To 'Accelerate Cloud Adoption in Professional and Financial Services Industry',POSITIVE
2022-02-24 20:51:35+00:00,"How Alibaba's Cloud Revenue Stacks Up Against Azure, AWS, Google Cloud",NEGATIVE
2022-02-24 17:36:53+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-02-24 17:10:35+00:00,"If You Invested $100 In This Stock 15 Years Ago, Here's How Much You Would Have Today",NEGATIVE
2022-02-24 16:44:13+00:00,"WonderFi Acquires Sun Machine Entertainment, Lays Foundation For Foray Into Gaming And NFTs",POSITIVE
2022-02-24 16:30:06+00:00,Check Out What Whales Are Doing With MSFT,NEGATIVE
2022-02-24 16:21:00+00:00,Here's How Analysts View Zoom Ahead Of Its Quarterly Results,POSITIVE
2022-02-23 20:33:49+00:00,"Why Apple, Microsoft, Amazon And Tesla Shares Are Falling Today",NEGATIVE
2022-02-23 19:35:38+00:00,Will Traders Betting Against Apple And Microsoft Get Burned? Here's Jon Najarian's Warning,NEGATIVE
2022-02-23 19:13:42+00:00,Microsoft Security Chief Stresses On Importance Of Combating Cyberattacks Through Cloud Adoption,NEGATIVE
2022-02-23 14:42:16+00:00,"What Elon Musk, Jeff Bezos, Cornelius Vanderbilt And Other Big Execs Have In Common",NEGATIVE
2022-02-25 16:35:47+00:00,How To Navigate The Ukraine Crisis-Induced Market Chaos,NEGATIVE
2022-02-24 20:51:35+00:00,"How Alibaba's Cloud Revenue Stacks Up Against Azure, AWS, Google Cloud",NEGATIVE
2022-02-24 17:36:53+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-02-24 17:10:35+00:00,"If You Invested $100 In This Stock 15 Years Ago, Here's How Much You Would Have Today",NEGATIVE
2022-02-24 16:44:13+00:00,"WonderFi Acquires Sun Machine Entertainment, Lays Foundation For Foray Into Gaming And NFTs",POSITIVE
2022-02-24 16:30:06+00:00,Check Out What Whales Are Doing With MSFT,NEGATIVE
2022-02-24 16:21:00+00:00,Here's How Analysts View Zoom Ahead Of Its Quarterly Results,POSITIVE
2022-02-26 19:29:32+00:00,"Benzinga's Bulls And Bears Of The Week: Roku, Apple, Microsoft, Upstart, Palantir, Alibaba, Salesforce And More",POSITIVE
2022-02-25 16:35:47+00:00,How To Navigate The Ukraine Crisis-Induced Market Chaos,NEGATIVE
2022-02-27 21:59:30+00:00,What Is Metanomics? More On The Metaverse Phrase For A Trillion Dollar Opportunity,POSITIVE
2022-02-27 17:32:21+00:00,"12 Key Differences Between Web 2.0 and Web 3.0: Virtual Worlds, Play To Earn Games, Digital Tokens, NFTs And More",POSITIVE
2022-02-26 19:29:32+00:00,"Benzinga's Bulls And Bears Of The Week: Roku, Apple, Microsoft, Upstart, Palantir, Alibaba, Salesforce And More",POSITIVE
2022-02-28 21:43:11+00:00,"California Public Utilities Commission Issues Permits To GM-Invested Cruise, Waymo To Allow For Passenger Service In Autonomous Vehicles With Safety Drivers Present; Cruise Also Invested In By Microsoft, Walmart",NEGATIVE
2022-02-28 19:47:41+00:00,"Chart Wars: Between Apple And Microsoft, Which Tech Stock Offers Better Risk-Reward?",NEGATIVE
2022-02-28 18:30:20+00:00,Billionaire John Whittaker To Enter Cannabis Industry Via Plans For $136M Facility On The Isle Of Man,POSITIVE
2022-02-28 18:28:01+00:00,Microsoft Looks To Use 5G Wireless To Make Cloud Faster,NEGATIVE
2022-02-28 17:40:57+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-28 17:35:16+00:00,"Microsoft Says Removing RT News App From Windows App Store; Says Banning All Advertisements From RT, Sputnik Across Ad Network. BZ NOTE: RT, Sputnik Are Russian Government Run/Funded News Operations, Widely Considered Propaganda",NEGATIVE
2022-02-28 17:03:17+00:00,How Fintech Soon Lets You Protect Your Cash Flow And Better Spend Investment Gains,POSITIVE
2022-02-27 21:59:30+00:00,What Is Metanomics? More On The Metaverse Phrase For A Trillion Dollar Opportunity,POSITIVE
2022-02-27 17:32:21+00:00,"12 Key Differences Between Web 2.0 and Web 3.0: Virtual Worlds, Play To Earn Games, Digital Tokens, NFTs And More",POSITIVE
2022-03-01 17:38:28+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-03-01 12:15:31+00:00,Cognizant Collaborates With Microsoft To Offer New Virtual Healthcare Solution For Remote Patient Monitoring And Improved Care,POSITIVE
2022-02-28 21:43:11+00:00,"California Public Utilities Commission Issues Permits To GM-Invested Cruise, Waymo To Allow For Passenger Service In Autonomous Vehicles With Safety Drivers Present; Cruise Also Invested In By Microsoft, Walmart",NEGATIVE
2022-02-28 19:47:41+00:00,"Chart Wars: Between Apple And Microsoft, Which Tech Stock Offers Better Risk-Reward?",NEGATIVE
2022-02-28 18:30:20+00:00,Billionaire John Whittaker To Enter Cannabis Industry Via Plans For $136M Facility On The Isle Of Man,POSITIVE
2022-02-28 18:28:01+00:00,Microsoft Looks To Use 5G Wireless To Make Cloud Faster,NEGATIVE
2022-02-28 17:40:57+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-02-28 17:35:16+00:00,"Microsoft Says Removing RT News App From Windows App Store; Says Banning All Advertisements From RT, Sputnik Across Ad Network. BZ NOTE: RT, Sputnik Are Russian Government Run/Funded News Operations, Widely Considered Propaganda",NEGATIVE
2022-02-28 17:03:17+00:00,How Fintech Soon Lets You Protect Your Cash Flow And Better Spend Investment Gains,POSITIVE
2022-03-02 21:31:02+00:00,The Companies Pulling Their Business From Russia After The Ukraine Invasion,NEGATIVE
2022-03-02 13:52:33+00:00,"10 Most Searched Tickers On Benzinga In February: SPY, Tesla, Nvidia (And A Crypto Hits Top 20)",POSITIVE
2022-03-02 17:41:13+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-03-01 17:38:28+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-03-01 12:15:31+00:00,Cognizant Collaborates With Microsoft To Offer New Virtual Healthcare Solution For Remote Patient Monitoring And Improved Care,POSITIVE
2022-03-03 23:00:24+00:00,"Why Apple, Microsoft And Other Big Buyback Stocks Are Crushing The S&P 500's Returns",NEGATIVE
2022-03-03 22:27:09+00:00,"Video Game World Reacts To Russia-Ukraine Conflict: EA Makes A Move, Playstation And Xbox Silent",NEGATIVE
2022-03-03 17:35:54+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-03-03 15:49:46+00:00,Looking At Microsoft's Recent Whale Trades,NEGATIVE
2022-03-03 12:21:06+00:00,Insiders Sell More Than $323M Of 5 Stocks,NEGATIVE
2022-03-02 21:31:02+00:00,The Companies Pulling Their Business From Russia After The Ukraine Invasion,NEGATIVE
2022-03-02 13:52:33+00:00,"10 Most Searched Tickers On Benzinga In February: SPY, Tesla, Nvidia (And A Crypto Hits Top 20)",POSITIVE
2022-03-02 17:41:13+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-03-04 20:39:57+00:00,Microsoft Suspends Sales In Russia; Wedbush Sees Minimal Effect To US Tech Industry From Pullback,NEGATIVE
2022-03-04 14:23:22+00:00,"Benzinga's Daily Brief On Trending Tickers For March 4, 2022: Teucrium Wheat Fund, JPMorgan Chase, Tesla And More",NEGATIVE
2022-03-03 23:00:24+00:00,"Why Apple, Microsoft And Other Big Buyback Stocks Are Crushing The S&P 500's Returns",NEGATIVE
2022-03-03 22:27:09+00:00,"Video Game World Reacts To Russia-Ukraine Conflict: EA Makes A Move, Playstation And Xbox Silent",NEGATIVE
2022-03-03 17:35:54+00:00,10 Information Technology Stocks With Whale Alerts In Today's Session,NEGATIVE
2022-03-03 15:49:46+00:00,Looking At Microsoft's Recent Whale Trades,NEGATIVE
2022-03-03 12:21:06+00:00,Insiders Sell More Than $323M Of 5 Stocks,NEGATIVE
2022-03-04 20:39:57+00:00,Microsoft Suspends Sales In Russia; Wedbush Sees Minimal Effect To US Tech Industry From Pullback,NEGATIVE
2022-03-04 14:23:22+00:00,"Benzinga's Daily Brief On Trending Tickers For March 4, 2022: Teucrium Wheat Fund, JPMorgan Chase, Tesla And More",NEGATIVE
2022-03-07 21:39:18+00:00,Mandiant Shares Rip Higher After Reports Of Google's Interest: What Investors Need To Know,NEGATIVE
2022-03-07 21:29:25+00:00,Microsoft Has Walked Away From Talks To Acquire Mandiant,NEGATIVE
2022-03-07 20:49:35+00:00,UPDATE: Microsoft Also Interested In Buying Mandiant,NEGATIVE
2022-03-07 18:29:51+00:00,10 Information Technology Stocks Whale Activity In Today's Session,NEGATIVE
2022-03-07 17:19:14+00:00,"'Activision Blizzard, Epic Games, and Ubisoft Have Also Suspended Sales in Russia' -WCCF Tech Report",NEGATIVE
2022-03-07 15:32:23+00:00,Merger Arbitrage Mondays - Healthcare Trust Of America To Combine With Healthcare Realty Trust,POSITIVE
2022-03-07 12:38:36+00:00,Microsoft Talks About Its Fourth Data Center In India,POSITIVE
